"Stock_Symbol","Stock_Name","Timestamp","Open","High","Low","Close","Volume"
"ORCL","Oracle Corporation","2021-08-20 09:00:00",88.65,88.65,88.65,88.65,100
"INTC","Intel Corporation","2021-08-19 14:00:00",52.55,52.58,52.433,52.433,290461
"EBAY","eBay Inc.","2021-08-30 10:30:00",76.55,76.99,76.55,76.98,133034
"CSCO","Cisco Systems Inc","2021-09-02 14:15:00",59.11,59.245,59.101,59.245,238001
"MCD","McDonald's Corporation","2021-08-19 12:15:00",237.51,237.61,237.19,237.42,21382
"XOM","Exxon Mobil Corporation","2021-09-08 08:15:00",54.8499,54.8534,54.79,54.81,8538
"ORCL","Oracle Corporation","2021-09-08 17:45:00",89.69,89.69,89.69,89.69,102
"AMZN","Amazon.com Inc.","2021-08-18 19:15:00",3204.5,3204.5,3204.5,3204.5,202
"ORCL","Oracle Corporation","2021-08-20 13:15:00",89.165,89.17,89.09,89.14,119082
"AMZN","Amazon.com Inc.","2021-08-19 10:30:00",3225,3230.99,3220.8046,3227.25,177889
"INTC","Intel Corporation","2021-09-10 09:15:00",53.56,53.61,53.56,53.6,3516
"AXP","American Express Company","2021-09-02 13:45:00",161.85,161.92,161.54,161.59,106794
"GS","Goldman Sachs Group, Inc.","2021-09-08 15:15:00",406.87,407.4,406.83,406.895,35677
"AZN","Astrazeneca Plc.","2021-08-26 11:00:00",58.76,58.8534,58.72,58.78,147784
"GE","General Electric Company","2021-08-19 13:30:00",100.25,100.35,100.05,100.06,185833
"IBM","International Business Machines Corporation","2021-09-03 12:45:00",139.45,139.47,139.35,139.46,34212
"AMZN","Amazon.com Inc.","2021-09-10 20:00:00",3465,3465,3465,3465,195
"GE","General Electric Company","2021-09-09 09:45:00",102.36,104.01,102.11,103.82,957347
"GOOG","Google Inc.","2021-08-20 10:00:00",2742.38,2754.5099,2742.23,2750.59,30926
"CSCO","Cisco Systems Inc","2021-09-10 19:45:00",57.89,57.89,57.89,57.89,175
"GOOG","Google Inc.","2021-09-01 13:45:00",2923.03,2924.95,2923.03,2924.54,11423
"XOM","Exxon Mobil Corporation","2021-08-23 20:00:00",55.04,55.12,55,55.12,3543
"INTC","Intel Corporation","2021-09-01 10:30:00",53.94,54,53.755,53.9,800266
"CSCO","Cisco Systems Inc","2021-08-26 15:30:00",59.055,59.1,59.02,59.04,557468
"PFE","Pfizer Inc.","2021-08-23 18:00:00",50.1,50.15,50.03,50.05,23282
"PFE","Pfizer Inc.","2021-08-20 09:45:00",48.98,49.73,48.66,49.585,3655880
"AMZN","Amazon.com Inc.","2021-08-24 14:00:00",3304.28,3304.9999,3297.36,3297.36,34311
"PFE","Pfizer Inc.","2021-08-23 07:30:00",50.65,50.65,50.41,50.6,105078
"AAPL","Apple Computer, Inc.","2021-08-19 14:15:00",146.81,146.96,146.385,146.5,2366414
"WIT","Wipro Limited","2021-08-23 14:45:00",9.095,9.1,9.09,9.095,23032
"IBM","International Business Machines Corporation","2021-08-31 13:15:00",140.83,140.83,140.72,140.74,71386
"AAPL","Apple Computer, Inc.","2021-08-30 09:30:00",148.89,149,148.86,149,73059
"INTC","Intel Corporation","2021-09-13 09:30:00",54.27,54.6,54.21,54.6,50623
"GS","Goldman Sachs Group, Inc.","2021-09-13 14:15:00",407.25,408.13,407.24,407.36,37287
"CSCO","Cisco Systems Inc","2021-09-13 11:30:00",57.9214,57.93,57.845,57.85,303342
"PFE","Pfizer Inc.","2021-08-18 20:00:00",49.3,49.34,49.02,49.02,9582
"CSCO","Cisco Systems Inc","2021-08-26 09:15:00",59.41,59.41,59.25,59.34,5917
"MSFT","Microsoft Corporation","2021-09-03 18:45:00",300.92,300.92,300.92,300.92,205
"ORCL","Oracle Corporation","2021-09-03 08:15:00",89.99,89.99,89.99,89.99,1024
"DELL","Dell Inc.","2021-08-26 16:30:00",102.25,102.25,98.11,100.84,12962
"NOK","Nokia Corporation","2021-08-20 06:30:00",5.9,5.9,5.89,5.89,700
"JPM","J.P. Morgan Chase & Co.","2021-08-31 09:15:00",160.66,160.669,160.45,160.5,3360
"BAC","Bank of America Corporation","2021-08-24 10:45:00",41.4,41.445,41.35,41.395,1367125
"MSFT","Microsoft Corporation","2021-08-27 09:30:00",300.01,300.2,298.8,299.12,53569
"HPQ","Hewlett-Packard Company","2021-08-18 07:30:00",28.59,28.59,28.59,28.59,100
"GE","General Electric Company","2021-08-19 15:15:00",99.5,99.735,99.49,99.64,239082
"AMZN","Amazon.com Inc.","2021-08-30 11:15:00",3434.705,3440,3427.67,3439.21,141671
"INTC","Intel Corporation","2021-08-18 09:15:00",52.6,52.6,52.55,52.6,4583
"IBM","International Business Machines Corporation","2021-09-14 15:30:00",135.42,135.6155,135.34,135.4999,141087
"ADBE","Adobe Systems","2021-09-13 14:45:00",641.23,641.9,641.0131,641.715,40544
"AZN","Astrazeneca Plc.","2021-08-23 08:00:00",59.16,59.16,59.15,59.15,300
"PFE","Pfizer Inc.","2021-08-19 17:45:00",48.85,48.85,48.82,48.82,831
"MSFT","Microsoft Corporation","2021-08-24 19:45:00",302.75,302.8,302.64,302.65,5345
"GE","General Electric Company","2021-09-10 14:00:00",102.95,103.095,102.92,103.09,175759
"DELL","Dell Inc.","2021-08-30 09:45:00",97.56,98.15,96.4,96.72,133160
"GS","Goldman Sachs Group, Inc.","2021-08-20 11:30:00",393.5,394.5,393.5,393.75,39297
"GOOG","Google Inc.","2021-08-26 20:00:00",2841.635,2841.635,2841.635,2841.635,117
"AZN","Astrazeneca Plc.","2021-08-31 12:15:00",58.35,58.46,58.345,58.45,73182
"INTC","Intel Corporation","2021-09-08 13:00:00",53.215,53.25,53.154,53.22,308935
"EBAY","eBay Inc.","2021-09-10 15:45:00",72.865,72.96,72.74,72.805,244075
"WIT","Wipro Limited","2021-08-23 15:15:00",9.1,9.1,9.09,9.095,28940
"XOM","Exxon Mobil Corporation","2021-08-31 06:15:00",55.15,55.15,55.15,55.15,200
"AZN","Astrazeneca Plc.","2021-08-25 07:00:00",59.26,59.28,59.24,59.24,826
"CSCO","Cisco Systems Inc","2021-08-30 15:15:00",59.04,59.0478,58.99,59.035,251047
"BAC","Bank of America Corporation","2021-08-19 16:00:00",40.255,40.295,40.13,40.195,4173635
"MCD","McDonald's Corporation","2021-09-09 15:15:00",238.44,238.4898,238.19,238.2,33046
"GE","General Electric Company","2021-09-01 19:15:00",103.72,103.72,103.68,103.71,1917
"AAPL","Apple Computer, Inc.","2021-09-09 16:30:00",154.16,155.11,154.16,154.49,91961
"WIT","Wipro Limited","2021-09-09 13:30:00",9.445,9.45,9.43,9.43,50170
"MSFT","Microsoft Corporation","2021-09-10 14:00:00",299.15,299.1697,298.73,298.84,271538
"IBM","International Business Machines Corporation","2021-08-19 10:30:00",138.7913,138.81,138.3,138.395,145471
"AAPL","Apple Computer, Inc.","2021-08-23 15:15:00",150.03,150.08,149.94,150.035,1370352
"JPM","J.P. Morgan Chase & Co.","2021-08-31 19:00:00",160.03,160.19,160.03,160.19,830
"PFE","Pfizer Inc.","2021-09-14 17:00:00",44.72,44.72,44.64,44.64,3067
"AAPL","Apple Computer, Inc.","2021-08-18 18:00:00",146.22,146.39,146.22,146.34,809118
"MCD","McDonald's Corporation","2021-09-09 13:45:00",238.56,238.76,238.29,238.61,58764
"MCD","McDonald's Corporation","2021-09-01 16:15:00",238.15,238.15,238.15,238.15,227918
"TM","Toyota Motor Corporation","2021-09-10 10:45:00",178.39,178.4,177.56,177.58,10668
"GOOG","Google Inc.","2021-09-09 19:30:00",2896.51,2896.51,2896,2896,422
"JPM","J.P. Morgan Chase & Co.","2021-08-18 13:00:00",157.2,157.43,157.17,157.34,150759
"TM","Toyota Motor Corporation","2021-09-03 14:00:00",178.86,178.86,178.72,178.78,3130
"AMZN","Amazon.com Inc.","2021-09-09 08:45:00",3527,3527.09,3527,3527,1366
"XOM","Exxon Mobil Corporation","2021-09-10 15:45:00",54.045,54.085,53.975,54.045,710701
"JNJ","Johnson & Johnson","2021-09-13 15:30:00",165.28,165.5301,165.25,165.5,225573
"IBM","International Business Machines Corporation","2021-08-23 15:15:00",140.025,140.049,139.87,139.9,66965
"BCS","Barclays Plc","2021-09-02 05:45:00",10.26,10.26,10.26,10.26,1973
"HPQ","Hewlett-Packard Company","2021-08-19 10:00:00",27.965,28.09,27.85,27.865,296867
"EBAY","eBay Inc.","2021-09-08 17:15:00",73.89,73.89,73.89,73.89,195
"AZN","Astrazeneca Plc.","2021-08-19 17:00:00",59.21,59.21,59.21,59.21,200
"MCD","McDonald's Corporation","2021-08-25 15:00:00",238.81,238.82,238.64,238.68,24678
"AMZN","Amazon.com Inc.","2021-09-03 08:15:00",3467,3470.022,3466.119,3468.5873,2783
"EBAY","eBay Inc.","2021-08-31 15:30:00",76.9,76.98,76.86,76.8678,212087
"DELL","Dell Inc.","2021-08-26 12:30:00",102.065,102.29,102.0604,102.085,69377
"GOOG","Google Inc.","2021-08-26 15:00:00",2851.82,2852.71,2850.4337,2851.87,15381
"TM","Toyota Motor Corporation","2021-09-13 10:45:00",178.015,178.245,178.005,178.05,3358
"PFE","Pfizer Inc.","2021-08-30 16:00:00",46.705,46.77,46.69,46.76,1848618
"CSCO","Cisco Systems Inc","2021-08-20 17:00:00",58.17,58.31,58.15,58.31,4484
"MSFT","Microsoft Corporation","2021-08-31 14:00:00",303.0328,303.31,302.9925,303.1899,268860
"CSCO","Cisco Systems Inc","2021-08-19 17:00:00",57.5,57.51,57.27,57.5,115449
"JPM","J.P. Morgan Chase & Co.","2021-09-08 15:15:00",158.45,158.6,158.35,158.57,142663
"MSFT","Microsoft Corporation","2021-09-10 15:45:00",296.95,297.09,296.31,296.7,802695
"GE","General Electric Company","2021-08-20 14:45:00",100.0916,100.13,100.005,100.03,112990
"AAPL","Apple Computer, Inc.","2021-08-26 05:30:00",148.08,148.08,148.07,148.07,1004
"AAPL","Apple Computer, Inc.","2021-09-13 16:30:00",149.55,149.68,149.46,149.67,34568
"INTC","Intel Corporation","2021-08-24 12:45:00",53.62,53.76,53.6,53.74,415714
"MSFT","Microsoft Corporation","2021-08-31 10:45:00",303.035,303.31,302.93,303.1,420555
"WIT","Wipro Limited","2021-09-10 09:30:00",9.48,9.48,9.48,9.48,2040
"GOOG","Google Inc.","2021-08-18 13:15:00",2758.74,2759.65,2755.26,2757.35,15652
"TM","Toyota Motor Corporation","2021-09-07 13:30:00",181.2893,181.2893,181.14,181.14,3088
"GS","Goldman Sachs Group, Inc.","2021-08-24 19:15:00",408.6,408.6,408.6,408.6,500
"MSFT","Microsoft Corporation","2021-08-19 11:30:00",293.18,293.82,293.13,293.42,715919
"AMZN","Amazon.com Inc.","2021-09-07 14:15:00",3522.93,3525.71,3518.4801,3524.88,60182
"ADBE","Adobe Systems","2021-09-08 16:00:00",662.1,663.3675,661.88,663.07,159363
"JNJ","Johnson & Johnson","2021-08-20 19:15:00",178.3754,178.3754,178.3754,178.3754,500
"NOK","Nokia Corporation","2021-09-08 12:00:00",5.9144,5.92,5.91,5.91,296361
"AAPL","Apple Computer, Inc.","2021-09-01 15:00:00",153.1357,153.18,152.8,152.89,1649987
"AZN","Astrazeneca Plc.","2021-08-18 15:30:00",59.79,59.8,59.675,59.705,334761
"BCS","Barclays Plc","2021-08-27 13:30:00",10.351,10.375,10.351,10.37,20817
"AAPL","Apple Computer, Inc.","2021-08-19 04:45:00",144.5,144.68,144.48,144.6,26946
"AMZN","Amazon.com Inc.","2021-09-02 18:30:00",3455.21,3455.21,3455.21,3455.21,101
"IBM","International Business Machines Corporation","2021-09-10 10:00:00",139.12,139.17,138.7802,138.95,117078
"IBM","International Business Machines Corporation","2021-09-03 13:45:00",139.69,139.78,139.65,139.76,28612
"DELL","Dell Inc.","2021-08-30 10:00:00",96.6114,97.14,96.48,96.795,130105
"XOM","Exxon Mobil Corporation","2021-08-20 08:00:00",52.34,52.34,52.23,52.3,4021
"GS","Goldman Sachs Group, Inc.","2021-08-24 08:15:00",402,402.5,402,402.5,1203
"ADBE","Adobe Systems","2021-09-02 11:30:00",664.36,665.22,664.19,664.315,21931
"AAPL","Apple Computer, Inc.","2021-09-08 16:30:00",154.98,155.11,154.98,155,27068
"BCS","Barclays Plc","2021-08-18 12:30:00",10.1699,10.1699,10.125,10.125,64783
"CSCO","Cisco Systems Inc","2021-08-30 12:45:00",59.005,59.02,58.95,58.975,251378
"EBAY","eBay Inc.","2021-08-24 16:00:00",72.93,72.9562,72.78,72.84,548386
"GS","Goldman Sachs Group, Inc.","2021-09-09 09:45:00",404.67,406.29,403.51,405.0135,185568
"ORCL","Oracle Corporation","2021-08-18 11:00:00",90.46,90.57,90.32,90.33,181239
"CSCO","Cisco Systems Inc","2021-08-26 10:15:00",59.51,59.52,59.3,59.3199,584270
"BAC","Bank of America Corporation","2021-08-20 08:45:00",39.92,40.07,39.91,40.05,15391
"BCS","Barclays Plc","2021-09-08 11:30:00",10.13,10.155,10.13,10.14,82142
"EBAY","eBay Inc.","2021-09-07 11:00:00",75.03,75.21,74.97,75.11,271506
"ADBE","Adobe Systems","2021-08-20 11:15:00",648.89,649.58,648.53,648.94,28666
"PFE","Pfizer Inc.","2021-09-10 17:00:00",45.59,45.62,45.57,45.57,10487
"NOK","Nokia Corporation","2021-08-25 14:00:00",6.07,6.07,6.06,6.06,241086
"AMZN","Amazon.com Inc.","2021-09-10 10:45:00",3487.59,3487.59,3478.0001,3478.5,94489
"GE","General Electric Company","2021-08-25 09:45:00",103.36,103.42,102.55,102.8,681658
"XOM","Exxon Mobil Corporation","2021-09-07 16:30:00",54.56,54.59,54.56,54.59,610
"MCD","McDonald's Corporation","2021-08-23 19:15:00",239.81,239.81,239.81,239.81,224
"AAPL","Apple Computer, Inc.","2021-08-30 05:30:00",148.78,148.82,148.77,148.82,3884
"PFE","Pfizer Inc.","2021-09-13 11:45:00",44.55,44.58,44.42,44.5159,1086191
"BAC","Bank of America Corporation","2021-09-01 10:00:00",41.0946,41.1294,40.821,40.9205,3167381
"TM","Toyota Motor Corporation","2021-09-09 11:15:00",180.77,180.94,180.77,180.86,3089
"JNJ","Johnson & Johnson","2021-09-03 11:00:00",174.64,174.795,174.6,174.68,95888
"GE","General Electric Company","2021-08-24 18:30:00",103.02,103.03,103.02,103.02,1177
"JNJ","Johnson & Johnson","2021-09-01 20:00:00",173.55,173.55,173.55,173.55,200
"GE","General Electric Company","2021-08-19 09:45:00",100,100.82,99.97,100.25,730534
"CSCO","Cisco Systems Inc","2021-09-01 19:30:00",59.04,59.04,59.04,59.04,129
"BCS","Barclays Plc","2021-08-31 11:15:00",10.26,10.29,10.26,10.265,136102
"BCS","Barclays Plc","2021-08-18 06:30:00",10.03,10.03,10.03,10.03,702
"IBM","International Business Machines Corporation","2021-09-02 06:45:00",139.87,139.87,139.87,139.87,100
"AMZN","Amazon.com Inc.","2021-08-25 13:45:00",3288.69,3291,3286.86,3290.51,27905
"DELL","Dell Inc.","2021-08-31 12:00:00",97.99,98.0509,97.685,97.72,32600
"JPM","J.P. Morgan Chase & Co.","2021-09-09 08:00:00",158.02,158.2,158.01,158.2,1859
"GE","General Electric Company","2021-09-01 14:45:00",103.7399,103.79,103.6,103.69,189825
"MSFT","Microsoft Corporation","2021-08-26 16:30:00",299.09,299.15,299,299.13,27583
"NOK","Nokia Corporation","2021-08-19 05:30:00",5.84,5.84,5.84,5.84,2984
"EBAY","eBay Inc.","2021-08-18 11:00:00",73.11,73.7,73.1,73.67,197798
"AAPL","Apple Computer, Inc.","2021-08-24 06:15:00",149.77,149.8,149.71,149.75,4456
"XOM","Exxon Mobil Corporation","2021-09-08 10:30:00",54.85,54.85,54.6,54.615,681450
"MSFT","Microsoft Corporation","2021-09-07 07:45:00",300.64,300.72,300.61,300.61,2207
"AAPL","Apple Computer, Inc.","2021-09-09 19:15:00",154.3,154.32,154.2,154.21,3950
"PFE","Pfizer Inc.","2021-08-31 09:45:00",46.72,46.97,46.37,46.805,2007207
"TM","Toyota Motor Corporation","2021-08-26 12:30:00",171.8124,171.92,171.79,171.92,2628
"DELL","Dell Inc.","2021-08-26 17:00:00",100,100.3,98.52,99.61,4202
"TM","Toyota Motor Corporation","2021-08-19 15:30:00",168.8643,169.06,168.8101,169.06,8984
"NOK","Nokia Corporation","2021-09-14 10:45:00",5.78,5.78,5.76,5.765,669457
"TM","Toyota Motor Corporation","2021-09-10 15:15:00",176.64,176.7,176.12,176.18,13657
"AXP","American Express Company","2021-08-25 12:00:00",166.5,166.77,166.2,166.65,123337
"BCS","Barclays Plc","2021-09-10 10:15:00",10.12,10.135,10.11,10.13,224964
"ADBE","Adobe Systems","2021-08-18 15:45:00",630.2,630.26,628.9101,629.45,50574
"EBAY","eBay Inc.","2021-09-13 13:00:00",72.71,72.81,72.64,72.75,143292
"AMZN","Amazon.com Inc.","2021-08-27 13:15:00",3326.1,3329.26,3325.32,3328.87,38466
"CSCO","Cisco Systems Inc","2021-09-03 16:30:00",59.43,59.43,59.42,59.42,9215
"WIT","Wipro Limited","2021-09-02 16:00:00",9.47,9.49,9.46,9.49,150776
"PFE","Pfizer Inc.","2021-08-20 04:30:00",48.31,48.31,48.01,48.01,5325
"GE","General Electric Company","2021-09-01 15:00:00",103.695,103.695,103.4,103.48,225874
"GE","General Electric Company","2021-09-14 05:30:00",104.49,104.49,104.49,104.49,243
"AZN","Astrazeneca Plc.","2021-08-26 08:00:00",59.04,59.17,59.04,59.17,2987
"NOK","Nokia Corporation","2021-08-25 09:45:00",6.05,6.07,6.03,6.05,1447574
"NOK","Nokia Corporation","2021-09-02 09:15:00",6.03,6.06,6.03,6.05,214443
"GE","General Electric Company","2021-08-24 12:30:00",103.05,103.085,103,103.05,98241
"JNJ","Johnson & Johnson","2021-08-20 11:30:00",178.3468,178.3655,178.1468,178.1567,88316
"PFE","Pfizer Inc.","2021-08-31 17:00:00",46.05,46.06,46.04,46.04,7717
"INTC","Intel Corporation","2021-09-09 11:45:00",53.74,53.8,53.735,53.781,363458
"EBAY","eBay Inc.","2021-08-20 11:00:00",73.43,73.66,73.43,73.515,126118
"INTC","Intel Corporation","2021-08-26 17:30:00",53.18,53.18,53.18,53.18,1584
"MSFT","Microsoft Corporation","2021-09-01 06:15:00",303.09,303.1,303.09,303.1,372
"IBM","International Business Machines Corporation","2021-09-14 14:45:00",135.765,135.81,135.585,135.62,137138
"BAC","Bank of America Corporation","2021-09-13 12:30:00",40.88,40.9,40.815,40.86,1300106
"JPM","J.P. Morgan Chase & Co.","2021-09-01 04:15:00",161,161,161,161,224
"NOK","Nokia Corporation","2021-09-14 13:00:00",5.77,5.77,5.76,5.7637,362293
"TM","Toyota Motor Corporation","2021-08-25 14:45:00",173.9137,174.04,173.9137,174.04,3754
"JNJ","Johnson & Johnson","2021-09-09 17:00:00",168.1,168.23,168.07,168.07,152719
"GS","Goldman Sachs Group, Inc.","2021-08-24 13:00:00",407.39,407.628,406.83,407.24,50238
"BAC","Bank of America Corporation","2021-09-03 16:45:00",41.04,41.05,41,41,21296
"PFE","Pfizer Inc.","2021-08-27 15:30:00",46.7199,46.75,46.59,46.65,1870732
"MCD","McDonald's Corporation","2021-09-02 10:45:00",239.12,239.21,238.61,238.85,68553
"BCS","Barclays Plc","2021-08-25 13:15:00",10.32,10.33,10.315,10.33,25646
"GE","General Electric Company","2021-08-30 11:45:00",105.22,105.52,105.22,105.43,238344
"MCD","McDonald's Corporation","2021-09-03 10:30:00",238.6646,239.225,238.54,239.07,33229
"XOM","Exxon Mobil Corporation","2021-09-13 19:15:00",55.44,55.5399,55.44,55.5399,220
"TM","Toyota Motor Corporation","2021-09-10 14:00:00",177.1755,177.23,177.14,177.14,4202
"TM","Toyota Motor Corporation","2021-09-14 10:45:00",179.61,179.61,178.76,178.881,9683
"AZN","Astrazeneca Plc.","2021-08-27 15:45:00",58.61,58.645,58.6,58.635,100081
"PFE","Pfizer Inc.","2021-09-07 07:00:00",46.95,46.95,46.93,46.93,588
"XOM","Exxon Mobil Corporation","2021-09-10 07:30:00",54.74,54.74,54.74,54.74,910
"CSCO","Cisco Systems Inc","2021-09-02 08:15:00",59.1492,59.15,59.11,59.11,941
"MSFT","Microsoft Corporation","2021-09-07 17:45:00",300.18,300.18,300.18,300.18,197232
"EBAY","eBay Inc.","2021-08-25 13:30:00",74.17,74.24,74.05,74.17,190186
"TM","Toyota Motor Corporation","2021-09-02 15:00:00",175.97,176.52,175.95,176.52,11861
"GOOG","Google Inc.","2021-09-09 13:30:00",2902.51,2902.51,2891.33,2893.5,29074
"AAPL","Apple Computer, Inc.","2021-08-19 10:00:00",145.41,145.89,145.0547,145.11,5210443
"MCD","McDonald's Corporation","2021-09-08 13:00:00",238.27,238.27,237.985,238.06,23389
"DELL","Dell Inc.","2021-08-25 12:45:00",102.355,102.43,102.25,102.29,29593
"BCS","Barclays Plc","2021-09-07 11:30:00",10.34,10.35,10.33,10.345,81366
"GE","General Electric Company","2021-09-08 15:00:00",102.81,102.83,102.7,102.7262,126198
"PFE","Pfizer Inc.","2021-09-07 16:00:00",46.625,46.77,46.61,46.74,1865537
"XOM","Exxon Mobil Corporation","2021-08-19 13:15:00",52.77,52.77,52.61,52.665,493882
"GS","Goldman Sachs Group, Inc.","2021-08-31 09:15:00",411.77,411.78,411.61,411.61,707
"JPM","J.P. Morgan Chase & Co.","2021-09-07 11:45:00",160.09,160.34,160.01,160.13,164619
"EBAY","eBay Inc.","2021-09-07 15:45:00",74.85,74.88,74.735,74.795,246366
"TM","Toyota Motor Corporation","2021-09-08 13:45:00",179.85,180.04,179.84,179.98,2798
"BCS","Barclays Plc","2021-08-19 08:00:00",9.96,9.96,9.96,9.96,100
"PFE","Pfizer Inc.","2021-08-27 11:00:00",47.01,47.12,46.98,47.01,1329118
"MSFT","Microsoft Corporation","2021-09-08 12:15:00",298.18,298.79,297.96,298.7,427212
"AMZN","Amazon.com Inc.","2021-08-24 08:15:00",3281.1001,3283,3278,3282,2749
"DELL","Dell Inc.","2021-09-10 14:30:00",95.2,95.39,95.17,95.29,58799
"AAPL","Apple Computer, Inc.","2021-08-26 19:00:00",147.59,147.59,147.54,147.55,11607
"DELL","Dell Inc.","2021-08-19 13:45:00",96.26,96.39,96.09,96.37,29351
"AXP","American Express Company","2021-09-14 14:30:00",160.46,160.485,159.87,159.96,76682
"CSCO","Cisco Systems Inc","2021-08-31 12:30:00",58.81,58.85,58.765,58.83,349368
"GE","General Electric Company","2021-08-27 11:00:00",105.44,105.6,105.35,105.51,274624
"AAPL","Apple Computer, Inc.","2021-09-09 17:15:00",154.33,154.33,154.25,154.3,14220
"MSFT","Microsoft Corporation","2021-09-08 09:15:00",299.75,299.8,299.5003,299.6,8210
"AXP","American Express Company","2021-08-19 15:15:00",158.11,158.51,158.11,158.42,142413
"WIT","Wipro Limited","2021-08-26 11:00:00",9.015,9.02,9.01,9.01,13180
"INTC","Intel Corporation","2021-08-18 10:30:00",52.94,53.03,52.87,52.925,526428
"BCS","Barclays Plc","2021-08-26 06:15:00",10.3,10.3,10.3,10.3,1000
"CSCO","Cisco Systems Inc","2021-09-13 18:30:00",58.05,58.05,58.05,58.05,100
"PFE","Pfizer Inc.","2021-09-09 08:45:00",46.2,46.3,46.2,46.28,7784
"AZN","Astrazeneca Plc.","2021-08-24 14:30:00",58.36,58.41,58.355,58.38,78808
"EBAY","eBay Inc.","2021-09-03 10:30:00",76.05,76.315,76.02,76.27,258902
"PFE","Pfizer Inc.","2021-08-31 09:15:00",46.57,46.62,46.57,46.58,7554
"AXP","American Express Company","2021-08-26 15:00:00",165.3,165.4199,165.05,165.28,57985
"NOK","Nokia Corporation","2021-09-10 19:15:00",5.84,5.84,5.84,5.84,600
"XOM","Exxon Mobil Corporation","2021-09-10 15:00:00",54.169,54.19,54.124,54.1484,214862
"ADBE","Adobe Systems","2021-09-02 13:15:00",664.22,664.51,663.775,663.79,22803
"AAPL","Apple Computer, Inc.","2021-08-23 09:15:00",148.52,148.54,148.41,148.47,62130
"JPM","J.P. Morgan Chase & Co.","2021-08-31 15:00:00",159.865,160.05,159.73,160.04,216427
"AAPL","Apple Computer, Inc.","2021-08-30 05:00:00",148.62,148.64,148.62,148.64,1641
"JPM","J.P. Morgan Chase & Co.","2021-09-13 14:00:00",159.22,159.35,159.07,159.12,144261
"BAC","Bank of America Corporation","2021-09-09 12:45:00",41.13,41.26,41.09,41.2447,730734
"JPM","J.P. Morgan Chase & Co.","2021-08-27 14:15:00",162.81,162.88,162.655,162.83,181608
"HPQ","Hewlett-Packard Company","2021-08-27 14:15:00",28.995,29.06,28.91,28.965,387524
"DELL","Dell Inc.","2021-09-13 17:45:00",98.89,98.89,98.89,98.89,100
"DELL","Dell Inc.","2021-08-18 14:45:00",97.86,97.99,97.82,97.835,14745
"PFE","Pfizer Inc.","2021-08-27 09:30:00",47.4,47.53,47.34,47.34,63327
"TM","Toyota Motor Corporation","2021-08-27 11:15:00",173.65,173.65,173.57,173.61,2970
"BCS","Barclays Plc","2021-09-09 04:45:00",10.03,10.03,10.02,10.02,510
"DELL","Dell Inc.","2021-09-08 14:45:00",94.23,94.64,94.18,94.64,70795
"AXP","American Express Company","2021-08-24 09:45:00",160.6,161.9,160.54,161.32,140445
"NOK","Nokia Corporation","2021-09-01 14:15:00",5.995,6,5.98,5.985,343808
"EBAY","eBay Inc.","2021-08-20 13:15:00",73.15,73.2,73.09,73.125,70459
"MSFT","Microsoft Corporation","2021-08-27 14:45:00",299.1576,299.39,299.1,299.35,354811
"TM","Toyota Motor Corporation","2021-09-02 13:15:00",176.19,176.219,176.13,176.17,3706
"PFE","Pfizer Inc.","2021-08-23 08:30:00",50.38,50.43,50.16,50.21,186342
"AMZN","Amazon.com Inc.","2021-08-18 08:00:00",3246.52,3247,3245.2,3247,1461
"XOM","Exxon Mobil Corporation","2021-08-25 18:00:00",55.43,55.43,55.43,55.43,100
"AMZN","Amazon.com Inc.","2021-08-31 09:45:00",3424.8,3430.9899,3395.59,3404.22,349321
"AAPL","Apple Computer, Inc.","2021-08-18 18:30:00",146.31,146.35,146.3,146.32,19433
"BAC","Bank of America Corporation","2021-08-25 08:15:00",41.64,41.65,41.57,41.64,14495
"HPQ","Hewlett-Packard Company","2021-08-23 14:45:00",28.44,28.48,28.435,28.455,213680
"NOK","Nokia Corporation","2021-09-09 17:00:00",5.92,5.92,5.91,5.91,1467
"NOK","Nokia Corporation","2021-08-18 17:00:00",5.93,5.93,5.91,5.93,4894
"GE","General Electric Company","2021-08-30 07:30:00",106.28,106.33,106.28,106.33,2589
"GE","General Electric Company","2021-09-03 16:00:00",104.89,104.945,104.71,104.76,513807
"NOK","Nokia Corporation","2021-09-01 10:15:00",6.0044,6.01,5.99,5.995,643659
"TM","Toyota Motor Corporation","2021-08-20 12:30:00",164.568,164.5862,164.22,164.52,6552
"HPQ","Hewlett-Packard Company","2021-09-02 16:45:00",29.6,29.6,29.6,29.6,201
"AMZN","Amazon.com Inc.","2021-08-23 20:00:00",3274.4,3274.4,3273,3273.9,397
"AAPL","Apple Computer, Inc.","2021-09-01 13:15:00",153.66,153.84,153.55,153.63,1886065
"AXP","American Express Company","2021-09-10 09:30:00",160.75,160.75,160.75,160.75,193
"AAPL","Apple Computer, Inc.","2021-08-27 10:30:00",148.005,148.42,147.8201,147.93,3295437
"XOM","Exxon Mobil Corporation","2021-08-18 15:30:00",54.95,54.9668,54.7901,54.8,755980
"GE","General Electric Company","2021-08-26 17:30:00",103.25,103.25,103.25,103.25,150
"BAC","Bank of America Corporation","2021-09-10 17:30:00",40.3,40.3,40.3,40.3,526
"PFE","Pfizer Inc.","2021-08-27 11:45:00",46.89,46.98,46.87,46.945,968229
"GS","Goldman Sachs Group, Inc.","2021-09-03 09:00:00",415.89,416,415.26,416,1435
